sc_name hs_name ortho_class phospho_class
YOR087W ENSG00000187688 ortholog_one2many non-phosphorylated
YOR087W ENSG00000127412 ortholog_one2many non-phosphorylated
YOR087W ENSG00000165125 ortholog_one2many non-phosphorylated
YOR087W ENSG00000196689 ortholog_one2many non-phosphorylated
YLR121C ENSG00000196188 ortholog_many2many non-phosphorylated
YOR171C ENSG00000100422 ortholog_many2many non-phosphorylated
YOR171C ENSG00000176170 ortholog_many2many non-phosphorylated
YOR171C ENSG00000063176 ortholog_many2many non-phosphorylated
YOR171C ENSG00000188452 ortholog_many2many non-phosphorylated
YOR106W ENSG00000136874 ortholog_one2one non-phosphorylated
YOL107W ENSG00000126062 ortholog_one2one non-phosphorylated
YPR020W ENSG00000249222 ortholog_one2many non-phosphorylated
YPR020W ENSG00000167283 ortholog_one2many non-phosphorylated
YOR154W ENSG00000094975 ortholog_one2one non-phosphorylated
YDL091C ENSG00000185104 ortholog_one2one non-phosphorylated
YPL198W ENSG00000147604 ortholog_many2many non-phosphorylated
YPL198W ENSG00000146223 ortholog_many2many non-phosphorylated
YPL006W ENSG00000141458 ortholog_one2one non-phosphorylated
YPR040W ENSG00000143155 ortholog_one2one non-phosphorylated
YOR119C ENSG00000124784 ortholog_one2one non-phosphorylated
YOR095C ENSG00000153574 ortholog_one2one non-phosphorylated
YLR116W ENSG00000168066 ortholog_one2one non-phosphorylated
YPL252C ENSG00000267673 ortholog_one2one non-phosphorylated
YOR108W ENSG00000117305 ortholog_many2many non-phosphorylated
YOR108W ENSG00000146151 ortholog_many2many non-phosphorylated
YDL004W ENSG00000099624 ortholog_one2one non-phosphorylated
YLL023C ENSG00000109133 ortholog_one2many non-phosphorylated
YDR063W ENSG00000130755 ortholog_one2many non-phosphorylated
YDR063W ENSG00000197045 ortholog_one2many non-phosphorylated
YLR050C ENSG00000109084 ortholog_one2one non-phosphorylated
YDR312W ENSG00000130810 ortholog_one2many non-phosphorylated
YLR064W ENSG00000109133 ortholog_one2many non-phosphorylated
YLR066W ENSG00000129128 ortholog_one2one non-phosphorylated
YDR105C ENSG00000111897 ortholog_one2many non-phosphorylated
YDR105C ENSG00000184716 ortholog_one2many non-phosphorylated
YDR105C ENSG00000168528 ortholog_one2many non-phosphorylated
YDR105C ENSG00000164300 ortholog_one2many non-phosphorylated
YDR105C ENSG00000132824 ortholog_one2many non-phosphorylated
YOR166C ENSG00000116668 ortholog_one2one non-phosphorylated
YLR115W ENSG00000165934 ortholog_one2one non-phosphorylated
YOR006C ENSG00000007520 ortholog_one2one non-phosphorylated
YDL033C ENSG00000100416 ortholog_one2one non-phosphorylated
YDR020C ENSG00000130717 ortholog_many2many non-phosphorylated
YDR020C ENSG00000143179 ortholog_many2many non-phosphorylated
YDR167W ENSG00000166337 ortholog_one2one non-phosphorylated
YOR281C ENSG00000163440 ortholog_one2many non-phosphorylated
YOL129W ENSG00000183726 ortholog_one2many non-phosphorylated
YOL129W ENSG00000142188 ortholog_one2many non-phosphorylated
YOL092W ENSG00000145014 ortholog_many2many non-phosphorylated
YOL092W ENSG00000040487 ortholog_many2many non-phosphorylated
YOR002W ENSG00000088035 ortholog_one2one non-phosphorylated
YPL274W ENSG00000103064 ortholog_many2many non-phosphorylated
YPL274W ENSG00000130876 ortholog_many2many non-phosphorylated
YPL274W ENSG00000021488 ortholog_many2many non-phosphorylated
YPL274W ENSG00000092068 ortholog_many2many non-phosphorylated
YPL274W ENSG00000151012 ortholog_many2many non-phosphorylated
YPL274W ENSG00000164893 ortholog_many2many non-phosphorylated
YPL274W ENSG00000013293 ortholog_many2many non-phosphorylated
YPL274W ENSG00000155465 ortholog_many2many non-phosphorylated
YPL274W ENSG00000165349 ortholog_many2many non-phosphorylated
YPL274W ENSG00000003989 ortholog_many2many non-phosphorylated
YPL274W ENSG00000099960 ortholog_many2many non-phosphorylated
YPL274W ENSG00000139514 ortholog_many2many non-phosphorylated
YPL274W ENSG00000103257 ortholog_many2many non-phosphorylated
YPL263C ENSG00000104731 ortholog_one2one non-phosphorylated
YPL224C ENSG00000158014 ortholog_many2many non-phosphorylated
YPL224C ENSG00000115194 ortholog_many2many non-phosphorylated
YPL224C ENSG00000196660 ortholog_many2many non-phosphorylated
YPL224C ENSG00000170385 ortholog_many2many non-phosphorylated
YPL224C ENSG00000104154 ortholog_many2many non-phosphorylated
YPL224C ENSG00000152683 ortholog_many2many non-phosphorylated
YPL224C ENSG00000164756 ortholog_many2many non-phosphorylated
YPL224C ENSG00000145740 ortholog_many2many non-phosphorylated
YPL219W ENSG00000115649 ortholog_one2many non-phosphorylated
YPL211W ENSG00000132603 ortholog_one2one non-phosphorylated
YPL206C ENSG00000178795 ortholog_one2many non-phosphorylated
YPL206C ENSG00000130055 ortholog_one2many non-phosphorylated
YPL206C ENSG00000102886 ortholog_one2many non-phosphorylated
YPL196W ENSG00000101342 ortholog_one2many non-phosphorylated
YPL191C ENSG00000128923 ortholog_many2many non-phosphorylated
YPL191C ENSG00000143409 ortholog_many2many non-phosphorylated
YPL178W ENSG00000170935 ortholog_one2many non-phosphorylated
YPL178W ENSG00000114503 ortholog_one2many non-phosphorylated
YOR294W ENSG00000179041 ortholog_one2one non-phosphorylated
YOR262W ENSG00000142751 ortholog_one2one non-phosphorylated
YOR261C ENSG00000175390 ortholog_one2many non-phosphorylated
YOR261C ENSG00000168090 ortholog_one2many non-phosphorylated
YOR261C ENSG00000103035 ortholog_one2many non-phosphorylated
YOR252W ENSG00000198498 ortholog_one2one non-phosphorylated
YOR251C ENSG00000128311 ortholog_one2many non-phosphorylated
YOR251C ENSG00000128309 ortholog_one2many non-phosphorylated
YOR245C ENSG00000147160 ortholog_one2many non-phosphorylated
YOR245C ENSG00000204195 ortholog_one2many non-phosphorylated
YOR245C ENSG00000184210 ortholog_one2many non-phosphorylated
YOR245C ENSG00000166391 ortholog_one2many non-phosphorylated
YOR245C ENSG00000106384 ortholog_one2many non-phosphorylated
YOR245C ENSG00000062282 ortholog_one2many non-phosphorylated
YOR245C ENSG00000124003 ortholog_one2many non-phosphorylated
YOR056C ENSG00000141101 ortholog_one2one non-phosphorylated
YOR005C ENSG00000174405 ortholog_one2one non-phosphorylated
YOL157C ENSG00000240038 ortholog_many2many non-phosphorylated
YOL157C ENSG00000187733 ortholog_many2many non-phosphorylated
YOL157C ENSG00000174876 ortholog_many2many non-phosphorylated
YOL157C ENSG00000237763 ortholog_many2many non-phosphorylated
YOL157C ENSG00000243480 ortholog_many2many non-phosphorylated
YOL157C ENSG00000138079 ortholog_many2many non-phosphorylated
YOL157C ENSG00000168003 ortholog_many2many non-phosphorylated
YOL141W ENSG00000168806 ortholog_one2one non-phosphorylated
YOL072W ENSG00000126226 ortholog_one2many non-phosphorylated
YOL071W ENSG00000167985 ortholog_one2one non-phosphorylated
YOL049W ENSG00000100983 ortholog_one2one non-phosphorylated
YOL045W ENSG00000115687 ortholog_one2many non-phosphorylated
YOL032W ENSG00000149196 ortholog_one2one non-phosphorylated
YOL027C ENSG00000168924 ortholog_many2many non-phosphorylated
YOL027C ENSG00000165046 ortholog_many2many non-phosphorylated
YOL027C ENSG00000050426 ortholog_many2many non-phosphorylated
YOL021C ENSG00000083520 ortholog_one2one non-phosphorylated
YOL013C ENSG00000162298 ortholog_one2many non-phosphorylated
YOL013C ENSG00000145860 ortholog_one2many non-phosphorylated
YOL013C ENSG00000198919 ortholog_one2many non-phosphorylated
YOL010W ENSG00000137996 ortholog_one2many non-phosphorylated
YOL010W ENSG00000120158 ortholog_one2many non-phosphorylated
YOL008W ENSG00000135469 ortholog_one2many non-phosphorylated
YOL008W ENSG00000115520 ortholog_one2many non-phosphorylated
YLR074C ENSG00000142684 ortholog_one2one non-phosphorylated
YLR022C ENSG00000126524 ortholog_one2one non-phosphorylated
YLR016C ENSG00000163877 ortholog_one2one non-phosphorylated
YLR009W ENSG00000137876 ortholog_one2one non-phosphorylated
YLR008C ENSG00000120675 ortholog_one2many non-phosphorylated
YLR008C ENSG00000205981 ortholog_one2many non-phosphorylated
YLR002C ENSG00000173145 ortholog_one2one non-phosphorylated
YLL034C ENSG00000143748 ortholog_one2one non-phosphorylated
YDL219W ENSG00000125821 ortholog_one2many non-phosphorylated
YDL219W ENSG00000129480 ortholog_one2many non-phosphorylated
YDL120W ENSG00000165060 ortholog_one2one non-phosphorylated
YDL087C ENSG00000007392 ortholog_one2many non-phosphorylated
YDL087C ENSG00000146963 ortholog_one2many non-phosphorylated
YDL087C ENSG00000108848 ortholog_one2many non-phosphorylated
YDL080C ENSG00000105135 ortholog_many2many non-phosphorylated
YDL077C ENSG00000166887 ortholog_one2one non-phosphorylated
YDL074C ENSG00000155827 ortholog_one2many non-phosphorylated
YDL074C ENSG00000103549 ortholog_one2many non-phosphorylated
YDL072C ENSG00000075790 ortholog_many2many non-phosphorylated
YDL072C ENSG00000185825 ortholog_many2many non-phosphorylated
YDL060W ENSG00000167721 ortholog_one2one non-phosphorylated
YPR091C ENSG00000136478 ortholog_one2one non-phosphorylated
YPR082C ENSG00000141759 ortholog_one2many non-phosphorylated
YPR082C ENSG00000140830 ortholog_one2many non-phosphorylated
YPR081C ENSG00000256525 ortholog_many2many non-phosphorylated
YPR081C ENSG00000106105 ortholog_many2many non-phosphorylated
YLR386W ENSG00000103043 ortholog_one2one non-phosphorylated
YLR417W ENSG00000136100 ortholog_one2one non-phosphorylated
YDR325W ENSG00000109805 ortholog_one2one non-phosphorylated
YDR302W ENSG00000151665 ortholog_one2one non-phosphorylated
YDR301W ENSG00000071894 ortholog_many2many non-phosphorylated
YDR301W ENSG00000167986 ortholog_many2many non-phosphorylated
YDR301W ENSG00000189091 ortholog_many2many non-phosphorylated
YLR251W ENSG00000115204 ortholog_one2one non-phosphorylated
YLR243W ENSG00000111231 ortholog_one2one non-phosphorylated
YPR147C ENSG00000118961 ortholog_one2one non-phosphorylated
YPR144C ENSG00000184967 ortholog_one2one non-phosphorylated
YPR131C ENSG00000173418 ortholog_one2one non-phosphorylated
YPR125W ENSG00000168924 ortholog_many2many non-phosphorylated
YPR125W ENSG00000165046 ortholog_many2many non-phosphorylated
YPR125W ENSG00000050426 ortholog_many2many non-phosphorylated
YPR118W ENSG00000037757 ortholog_one2one non-phosphorylated
YPR156C ENSG00000187714 ortholog_many2many non-phosphorylated
YPR156C ENSG00000146409 ortholog_many2many non-phosphorylated
YPR156C ENSG00000165646 ortholog_many2many non-phosphorylated
YPR156C ENSG00000036565 ortholog_many2many non-phosphorylated
YLR427W ENSG00000022840 ortholog_one2one non-phosphorylated
YDR378C ENSG00000164167 ortholog_one2one non-phosphorylated
YDR372C ENSG00000143457 ortholog_one2many non-phosphorylated
YDR372C ENSG00000113384 ortholog_one2many non-phosphorylated
YDR349C ENSG00000196188 ortholog_many2many non-phosphorylated
YLR179C ENSG00000089220 ortholog_many2many non-phosphorylated
YLR275W ENSG00000125743 ortholog_one2one non-phosphorylated
YPR169W ENSG00000120314 ortholog_one2many non-phosphorylated
YPR169W ENSG00000113141 ortholog_one2many non-phosphorylated
YLR446W ENSG00000156515 ortholog_one2many non-phosphorylated
YLR446W ENSG00000160883 ortholog_one2many non-phosphorylated
YLR446W ENSG00000156510 ortholog_one2many non-phosphorylated
YLR446W ENSG00000159399 ortholog_one2many non-phosphorylated
YLR321C ENSG00000099956 ortholog_one2many non-phosphorylated
YLR350W ENSG00000172057 ortholog_many2many non-phosphorylated
YLR350W ENSG00000128699 ortholog_many2many non-phosphorylated
YLR350W ENSG00000123353 ortholog_many2many non-phosphorylated
YLR348C ENSG00000183048 ortholog_one2one non-phosphorylated
YLR347C ENSG00000108424 ortholog_one2one non-phosphorylated
YPR114W ENSG00000185561 ortholog_one2many non-phosphorylated
YPR114W ENSG00000167695 ortholog_one2many non-phosphorylated
YPR114W ENSG00000152078 ortholog_one2many non-phosphorylated
YPR114W ENSG00000149926 ortholog_one2many non-phosphorylated
YPR114W ENSG00000160606 ortholog_one2many non-phosphorylated
YPR112C ENSG00000122965 ortholog_one2one non-phosphorylated
YPR105C ENSG00000103051 ortholog_one2many non-phosphorylated
YPR105C ENSG00000177692 ortholog_one2many non-phosphorylated
YPR100W ENSG00000055950 ortholog_one2one non-phosphorylated
YLR409C ENSG00000134987 ortholog_one2one non-phosphorylated
YLR401C ENSG00000141994 ortholog_one2one non-phosphorylated
YLR239C ENSG00000175536 ortholog_one2one non-phosphorylated
YLR222C ENSG00000183751 ortholog_one2one non-phosphorylated
YLR299W ENSG00000131067 ortholog_one2one non-phosphorylated
YLR290C ENSG00000139180 ortholog_one2one non-phosphorylated
YLR209C ENSG00000198805 ortholog_one2one non-phosphorylated
YLR201C ENSG00000088682 ortholog_one2one non-phosphorylated
YDR272W ENSG00000127838 ortholog_many2many non-phosphorylated
YDR272W ENSG00000176055 ortholog_many2many non-phosphorylated
YDR272W ENSG00000103253 ortholog_many2many non-phosphorylated
YDR272W ENSG00000063854 ortholog_many2many non-phosphorylated
YDR267C ENSG00000144021 ortholog_one2one non-phosphorylated
YDR284C ENSG00000117598 ortholog_one2many non-phosphorylated
YDR284C ENSG00000148123 ortholog_one2many non-phosphorylated
YDR284C ENSG00000117600 ortholog_one2many non-phosphorylated
YDR284C ENSG00000162407 ortholog_one2many non-phosphorylated
YDR284C ENSG00000203805 ortholog_one2many non-phosphorylated
YDR284C ENSG00000141934 ortholog_one2many non-phosphorylated
YDR284C ENSG00000129951 ortholog_one2many non-phosphorylated
YDR284C ENSG00000105520 ortholog_one2many non-phosphorylated
YDR284C ENSG00000067113 ortholog_one2many non-phosphorylated
YDR284C ENSG00000147535 ortholog_one2many non-phosphorylated
YDR333C ENSG00000141002 ortholog_one2one non-phosphorylated
YMR029C ENSG00000115808 ortholog_one2many non-phosphorylated
YMR029C ENSG00000090372 ortholog_one2many non-phosphorylated
YMR029C ENSG00000196792 ortholog_one2many non-phosphorylated
YMR236W ENSG00000187325 ortholog_one2many non-phosphorylated
YMR236W ENSG00000273841 ortholog_one2many non-phosphorylated
YMR233W ENSG00000108604 ortholog_many2many non-phosphorylated
YMR233W ENSG00000066117 ortholog_many2many non-phosphorylated
YMR233W ENSG00000082014 ortholog_many2many non-phosphorylated
YDR221W ENSG00000130175 ortholog_one2one non-phosphorylated
YMR310C ENSG00000198917 ortholog_one2many non-phosphorylated
YMR253C ENSG00000259224 ortholog_many2many non-phosphorylated
YMR253C ENSG00000236396 ortholog_many2many non-phosphorylated
YMR253C ENSG00000168917 ortholog_many2many non-phosphorylated
YMR253C ENSG00000164729 ortholog_many2many non-phosphorylated
YMR253C ENSG00000177710 ortholog_many2many non-phosphorylated
YMR253C ENSG00000176273 ortholog_many2many non-phosphorylated
YMR247C ENSG00000198862 ortholog_one2one non-phosphorylated
YMR074C ENSG00000105185 ortholog_one2one non-phosphorylated
YML067C ENSG00000087502 ortholog_one2one non-phosphorylated
YDR117C ENSG00000143486 ortholog_one2one non-phosphorylated
YLR208W ENSG00000157020 ortholog_one2one non-phosphorylated
YMR106C ENSG00000079246 ortholog_one2one non-phosphorylated
YDR511W ENSG00000196636 ortholog_one2one non-phosphorylated
YDR496C ENSG00000080608 ortholog_one2one non-phosphorylated
YMR028W ENSG00000266826 ortholog_one2many non-phosphorylated
YMR028W ENSG00000089289 ortholog_one2many non-phosphorylated
YMR197C ENSG00000108433 ortholog_one2many non-phosphorylated
YMR197C ENSG00000151532 ortholog_one2many non-phosphorylated
YMR197C ENSG00000100568 ortholog_one2many non-phosphorylated
YDR049W ENSG00000163516 ortholog_one2one non-phosphorylated
YDR045C ENSG00000161980 ortholog_one2one non-phosphorylated
YMR076C ENSG00000083642 ortholog_one2many non-phosphorylated
YMR076C ENSG00000121892 ortholog_one2many non-phosphorylated
YMR040W ENSG00000075790 ortholog_many2many non-phosphorylated
YMR040W ENSG00000185825 ortholog_many2many non-phosphorylated
YDR409W ENSG00000033800 ortholog_many2many non-phosphorylated
YDR409W ENSG00000131788 ortholog_many2many non-phosphorylated
YDR409W ENSG00000122515 ortholog_many2many non-phosphorylated
YDR409W ENSG00000108175 ortholog_many2many non-phosphorylated
YDR409W ENSG00000078043 ortholog_many2many non-phosphorylated
YDR409W ENSG00000105229 ortholog_many2many non-phosphorylated
YDR407C ENSG00000167632 ortholog_one2one non-phosphorylated
YDR456W ENSG00000172139 ortholog_one2many non-phosphorylated
YDR456W ENSG00000180251 ortholog_one2many non-phosphorylated
YDR456W ENSG00000090020 ortholog_one2many non-phosphorylated
YDR456W ENSG00000181804 ortholog_one2many non-phosphorylated
YDR456W ENSG00000135740 ortholog_one2many non-phosphorylated
YDR456W ENSG00000066230 ortholog_one2many non-phosphorylated
YDR456W ENSG00000115616 ortholog_one2many non-phosphorylated
YDR456W ENSG00000162753 ortholog_one2many non-phosphorylated
YDR452W ENSG00000172594 ortholog_one2many non-phosphorylated
YDR452W ENSG00000130768 ortholog_one2many non-phosphorylated
YDR452W ENSG00000166311 ortholog_one2many non-phosphorylated
YDR435C ENSG00000205629 ortholog_one2one non-phosphorylated
YDR434W ENSG00000087111 ortholog_one2one non-phosphorylated
YDR427W ENSG00000185627 ortholog_one2one non-phosphorylated
YDR196C ENSG00000172992 ortholog_one2one non-phosphorylated
YDR141C ENSG00000142197 ortholog_one2many non-phosphorylated
YDR141C ENSG00000083097 ortholog_one2many non-phosphorylated
YDR139C ENSG00000129559 ortholog_one2one non-phosphorylated
YDR098C ENSG00000108010 ortholog_one2many non-phosphorylated
YDR248C ENSG00000148057 ortholog_one2one non-phosphorylated
YDR246W ENSG00000196655 ortholog_one2one non-phosphorylated
YDR152W ENSG00000111832 ortholog_one2one non-phosphorylated
YDR147W ENSG00000110721 ortholog_many2many non-phosphorylated
YDR147W ENSG00000100288 ortholog_many2many non-phosphorylated
YDR147W ENSG00000139163 ortholog_many2many non-phosphorylated
YDR147W ENSG00000143845 ortholog_many2many non-phosphorylated
YML030W ENSG00000214511 ortholog_one2many non-phosphorylated
YML034W ENSG00000161904 ortholog_many2many non-phosphorylated
YML034W ENSG00000174106 ortholog_many2many non-phosphorylated
YML036W ENSG00000144034 ortholog_one2one non-phosphorylated
YMR010W ENSG00000122490 ortholog_one2one non-phosphorylated
YMR009W ENSG00000182551 ortholog_one2one non-phosphorylated
YMR218C ENSG00000160218 ortholog_one2one non-phosphorylated
YMR211W ENSG00000125459 ortholog_one2one non-phosphorylated
YML077W ENSG00000170043 ortholog_one2one non-phosphorylated
YMR290C ENSG00000088205 ortholog_one2one non-phosphorylated
YPR051W ENSG00000139977 ortholog_one2one non-phosphorylated
YMR259C ENSG00000115970 ortholog_one2one non-phosphorylated
YDR489W ENSG00000147536 ortholog_one2one non-phosphorylated
YDR486C ENSG00000086065 ortholog_one2one non-phosphorylated
YMR277W ENSG00000060069 ortholog_one2one non-phosphorylated
YMR171C ENSG00000167778 ortholog_one2one non-phosphorylated
YDR541C ENSG00000099377 ortholog_many2many non-phosphorylated
YDR541C ENSG00000104522 ortholog_many2many non-phosphorylated
YDR541C ENSG00000203859 ortholog_many2many non-phosphorylated
YDR541C ENSG00000203857 ortholog_many2many non-phosphorylated
YDR541C ENSG00000183921 ortholog_many2many non-phosphorylated
YDR541C ENSG00000184860 ortholog_many2many non-phosphorylated
YDR541C ENSG00000112699 ortholog_many2many non-phosphorylated
YDR541C ENSG00000088451 ortholog_many2many non-phosphorylated
YDR541C ENSG00000115652 ortholog_many2many non-phosphorylated
YLL050C ENSG00000165410 ortholog_one2many non-phosphorylated
YLL050C ENSG00000125868 ortholog_one2many non-phosphorylated
YLL050C ENSG00000172757 ortholog_one2many non-phosphorylated
YPL134C ENSG00000183032 ortholog_one2many non-phosphorylated
YPL116W ENSG00000048052 ortholog_many2many non-phosphorylated
YPL122C ENSG00000213780 ortholog_one2one non-phosphorylated
YPL123C ENSG00000026297 ortholog_one2one non-phosphorylated
YPL125W ENSG00000086200 ortholog_one2one non-phosphorylated
YPL087W ENSG00000078124 ortholog_many2many non-phosphorylated
YPL087W ENSG00000167769 ortholog_many2many non-phosphorylated
YPL087W ENSG00000177076 ortholog_many2many non-phosphorylated
YPL088W ENSG00000264006 ortholog_many2many non-phosphorylated
YPL088W ENSG00000162482 ortholog_many2many non-phosphorylated
YPL088W ENSG00000053371 ortholog_many2many non-phosphorylated
YPL088W ENSG00000196139 ortholog_many2many non-phosphorylated
YPL088W ENSG00000187134 ortholog_many2many non-phosphorylated
YPL088W ENSG00000198610 ortholog_many2many non-phosphorylated
YPL088W ENSG00000151632 ortholog_many2many non-phosphorylated
YPL088W ENSG00000227471 ortholog_many2many non-phosphorylated
YPL088W ENSG00000198074 ortholog_many2many non-phosphorylated
YPL096W ENSG00000151092 ortholog_one2one non-phosphorylated
YPL101W ENSG00000109911 ortholog_one2one non-phosphorylated
YPL051W ENSG00000101246 ortholog_one2one non-phosphorylated
YPL054W ENSG00000133606 ortholog_one2many non-phosphorylated
YPL054W ENSG00000075975 ortholog_one2many non-phosphorylated
YPL054W ENSG00000179455 ortholog_one2many non-phosphorylated
YGL213C ENSG00000140395 ortholog_one2many non-phosphorylated
YGL213C ENSG00000141076 ortholog_one2many non-phosphorylated
YPL059W ENSG00000182512 ortholog_one2one non-phosphorylated
YPL063W ENSG00000105197 ortholog_one2one non-phosphorylated
YPL065W ENSG00000160948 ortholog_one2one non-phosphorylated
YKL068W ENSG00000110713 ortholog_one2many non-phosphorylated
YMR240C ENSG00000087365 ortholog_one2one non-phosphorylated
YOR358W ENSG00000066136 ortholog_one2one non-phosphorylated
YDR449C ENSG00000108651 ortholog_one2one non-phosphorylated
YKR008W ENSG00000163939 ortholog_one2one non-phosphorylated
YEL053C ENSG00000135040 ortholog_one2one non-phosphorylated
YKL001C ENSG00000138801 ortholog_many2many non-phosphorylated
YKL001C ENSG00000198682 ortholog_many2many non-phosphorylated
YMR022W ENSG00000184787 ortholog_one2one non-phosphorylated
YNL167C ENSG00000115966 ortholog_many2many non-phosphorylated
YNL167C ENSG00000146592 ortholog_many2many non-phosphorylated
YNL167C ENSG00000170653 ortholog_many2many non-phosphorylated
YKL106W ENSG00000120053 ortholog_many2many non-phosphorylated
YKL106W ENSG00000169154 ortholog_many2many non-phosphorylated
YKL106W ENSG00000125166 ortholog_many2many non-phosphorylated
YLR026C ENSG00000162236 ortholog_one2one non-phosphorylated
YGL129C ENSG00000132676 ortholog_one2one non-phosphorylated
YGL130W ENSG00000111880 ortholog_one2one non-phosphorylated
YNL248C ENSG00000137054 ortholog_one2one non-phosphorylated
YML121W ENSG00000155876 ortholog_one2many non-phosphorylated
YML121W ENSG00000083750 ortholog_one2many non-phosphorylated
YIL143C ENSG00000163161 ortholog_one2one non-phosphorylated
YDL022W ENSG00000167588 ortholog_many2many non-phosphorylated
YDL022W ENSG00000152642 ortholog_many2many non-phosphorylated
YER007C-A ENSG00000101898 ortholog_one2many non-phosphorylated
YER007C-A ENSG00000232119 ortholog_one2many non-phosphorylated
YDR166C ENSG00000112685 ortholog_one2one non-phosphorylated
YHR005C-A ENSG00000134809 ortholog_one2many non-phosphorylated
YLR191W ENSG00000162928 ortholog_one2one non-phosphorylated
YNL031C ENSG00000273213 ortholog_one2many non-phosphorylated
Q0130 ENSG00000135390 ortholog_one2many non-phosphorylated
YPR182W ENSG00000139343 ortholog_one2one non-phosphorylated
YDL190C ENSG00000110344 ortholog_one2many non-phosphorylated
YDL190C ENSG00000130939 ortholog_one2many non-phosphorylated
YML012W ENSG00000170348 ortholog_one2one non-phosphorylated
YML065W ENSG00000085840 ortholog_one2many non-phosphorylated
YMR121C ENSG00000174748 ortholog_one2many non-phosphorylated
YLR460C ENSG00000140043 ortholog_many2many non-phosphorylated
YLR460C ENSG00000115129 ortholog_many2many non-phosphorylated
YLR460C ENSG00000205758 ortholog_many2many non-phosphorylated
YLR460C ENSG00000180011 ortholog_many2many non-phosphorylated
YLR460C ENSG00000172955 ortholog_many2many non-phosphorylated
YLR460C ENSG00000198099 ortholog_many2many non-phosphorylated
YLR460C ENSG00000140263 ortholog_many2many non-phosphorylated
YLR460C ENSG00000196616 ortholog_many2many non-phosphorylated
YLR460C ENSG00000187758 ortholog_many2many non-phosphorylated
YLR460C ENSG00000248144 ortholog_many2many non-phosphorylated
YLR460C ENSG00000171724 ortholog_many2many non-phosphorylated
YLR460C ENSG00000106853 ortholog_many2many non-phosphorylated
YLR460C ENSG00000197894 ortholog_many2many non-phosphorylated
YLR460C ENSG00000196344 ortholog_many2many non-phosphorylated
YLR460C ENSG00000108828 ortholog_many2many non-phosphorylated
YNL020C ENSG00000138756 ortholog_many2many non-phosphorylated
YNL020C ENSG00000115977 ortholog_many2many non-phosphorylated
YNL021W ENSG00000094631 ortholog_one2one non-phosphorylated
YNL022C ENSG00000130305 ortholog_one2one non-phosphorylated
YNL023C ENSG00000086102 ortholog_one2one non-phosphorylated
YNL026W ENSG00000100347 ortholog_one2one non-phosphorylated
YNL035C ENSG00000140006 ortholog_one2one non-phosphorylated
YNL040W ENSG00000266967 ortholog_one2one non-phosphorylated
YNL041C ENSG00000133103 ortholog_one2one non-phosphorylated
YNL049C ENSG00000113615 ortholog_many2many non-phosphorylated
YNL049C ENSG00000138802 ortholog_many2many non-phosphorylated
YNL072W ENSG00000104889 ortholog_one2one non-phosphorylated
YNL129W ENSG00000151332 ortholog_one2many non-phosphorylated
YNL129W ENSG00000077009 ortholog_one2many non-phosphorylated
YNL129W ENSG00000106733 ortholog_one2many non-phosphorylated
YNL147W ENSG00000130332 ortholog_one2one non-phosphorylated
YNL153C ENSG00000101132 ortholog_one2one non-phosphorylated
YNL168C ENSG00000180185 ortholog_one2one non-phosphorylated
YNL172W ENSG00000153107 ortholog_one2one non-phosphorylated
YNL177C ENSG00000082515 ortholog_one2one non-phosphorylated
YNL219C ENSG00000086848 ortholog_one2one non-phosphorylated
YNL223W ENSG00000168397 ortholog_one2many non-phosphorylated
YNL223W ENSG00000125703 ortholog_one2many non-phosphorylated
YNL223W ENSG00000130734 ortholog_one2many non-phosphorylated
YNL223W ENSG00000101844 ortholog_one2many non-phosphorylated
YNL231C ENSG00000140522 ortholog_many2many non-phosphorylated
YNL231C ENSG00000124120 ortholog_many2many non-phosphorylated
YNL231C ENSG00000146352 ortholog_many2many non-phosphorylated
YNL231C ENSG00000177182 ortholog_many2many non-phosphorylated
YNL232W ENSG00000171311 ortholog_one2one non-phosphorylated
YNL245C ENSG00000273559 ortholog_one2one non-phosphorylated
YNL246W ENSG00000178021 ortholog_many2many non-phosphorylated
YNL246W ENSG00000238074 ortholog_many2many non-phosphorylated
YNL246W ENSG00000168757 ortholog_many2many non-phosphorylated
YNL246W ENSG00000229549 ortholog_many2many non-phosphorylated
YNL246W ENSG00000228927 ortholog_many2many non-phosphorylated
YNL246W ENSG00000233803 ortholog_many2many non-phosphorylated
YNL246W ENSG00000236424 ortholog_many2many non-phosphorylated
YNL246W ENSG00000258992 ortholog_many2many non-phosphorylated
YNL246W ENSG00000186310 ortholog_many2many non-phosphorylated
YNL246W ENSG00000184205 ortholog_many2many non-phosphorylated
YNL246W ENSG00000186462 ortholog_many2many non-phosphorylated
YNL246W ENSG00000230667 ortholog_many2many non-phosphorylated
YNL246W ENSG00000177432 ortholog_many2many non-phosphorylated
YNL246W ENSG00000180543 ortholog_many2many non-phosphorylated
YNL246W ENSG00000187189 ortholog_many2many non-phosphorylated
YNL246W ENSG00000189241 ortholog_many2many non-phosphorylated
YNL255C ENSG00000169714 ortholog_one2many non-phosphorylated
YNL255C ENSG00000187969 ortholog_one2many non-phosphorylated
YNL264C ENSG00000140522 ortholog_many2many non-phosphorylated
YNL264C ENSG00000124120 ortholog_many2many non-phosphorylated
YNL264C ENSG00000146352 ortholog_many2many non-phosphorylated
YNL264C ENSG00000177182 ortholog_many2many non-phosphorylated
