	induced	condition	gene name wt/mutant	gene name dead	variable	stat (MWU test)	P (MWU test)	mean wt/mutant	median wt/mutant	var wt/mutant	len wt/mutant	mean dead	median dead	var dead	len dead	difference between mean (wt/mutant-dead)	difference between median (wt/mutant-dead)	P (MWU test, FDR corrected)	significant by not induced difference between mean (wt/mutant-dead) mean+-2*std by comparison	significant change, P (MWU test, FDR corrected) < 0.05	significant change, P (MWU test, FDR corrected) < 0.01	significant change, P (MWU test, FDR corrected) < 0.001
1966	induced	Sorbitol 1mM	EPHA1 domain	EPHA1 domain	AUC simps	112.0	0.5591004065161768	-0.0028625627613427795	0.011818627237914825	0.025786583499374918	16.0	0.03221764228953994	0.02946204477124681	0.024218221149044462	16.0	-0.03508020505088272	-0.017643417533331984	0.9849651869281953	False	ns	ns	ns
1967	induced	Sorbitol 5mM	EPHA1 domain	EPHA1 domain	AUC simps	107.0	0.43974563486845963	-0.005446354012846655	0.013225010573876261	0.01657541114187313	16.0	0.022493928081015913	0.07432856221575435	0.033545329739698704	16.0	-0.027940282093862567	-0.061103551641878084	0.9849651869281953	False	ns	ns	ns
1968	induced	Caffein 10mM	EPHA2 domain	EPHA2 domain	AUC simps	177.0	0.06756268076355927	0.36158495749209396	0.3115978532337351	0.04888296744868182	16.0	0.15812527666654153	0.1813297804074434	0.08380911706804223	16.0	0.20345968082555244	0.13026807282629171	0.40163948978413194	True	ns	ns	ns
1969	induced	Caffein 2mM	EPHA2 domain	EPHA2 domain	AUC simps	145.0	0.5340292284243271	0.041226649659677594	0.026502859335131745	0.004254171534171177	16.0	0.004726526299553502	0.029692936468705966	0.010473097842492552	16.0	0.03650012336012409	-0.0031900771335742206	0.8417748854824139	False	ns	ns	ns
1970	induced	CuSO4 1mM	EPHA2 domain	EPHA2 domain	AUC simps	58.0	0.008808980932423759	0.10741232780795884	0.239152271074218	0.12362150948650448	16.0	0.26480092977711167	0.37568345098425837	0.32940597345187506	16.0	-0.15738860196915283	-0.13653117991004038	0.3153481201187424	True	ns	ns	ns
1971	induced	Cycloheximide 0.05 uM	EPHA2 domain	EPHA2 domain	AUC simps	135.0	0.8064734910574618	0.05656911545118426	0.09158596811379027	0.0220161552047939	16.0	0.027059864858872462	0.07433789430469773	0.021561674182080836	16.0	0.029509250592311798	0.017248073809092546	0.9715990461730535	False	ns	ns	ns
1972	induced	Cycloheximide 0.2 uM	EPHA2 domain	EPHA2 domain	AUC simps	132.0	0.8950545192438701	0.004052842147628688	0.007165734626905618	0.017970251641091745	16.0	-0.02322240852168611	0.011839241348898355	0.025497638839088146	16.0	0.0272752506693148	-0.004673506721992737	0.9849651869281953	False	ns	ns	ns
1973	induced	Cycloheximide 0.5 uM	EPHA2 domain	EPHA2 domain	AUC simps	166.0	0.1575574157865881	0.061314504430860506	0.049053974191270555	0.005915280643635712	16.0	-0.003914588288716825	0.015700622302611933	0.01657632895485216	16.0	0.06522909271957733	0.03335335188865862	0.48842798893842315	False	ns	ns	ns
1974	induced	Cyclosporin	EPHA2 domain	EPHA2 domain	AUC simps	110.0	0.5095387556068434	0.00025616349021495566	0.03548949076937191	0.010161038909041863	16.0	0.021967399554888356	0.053775365128714725	0.011751050490525283	16.0	-0.0217112360646734	-0.018285874359342813	0.8313527065164287	False	ns	ns	ns
1975	induced	DMSO 2%	EPHA2 domain	EPHA2 domain	AUC simps	115.0	0.6375611304257702	0.039883178059425095	0.05208537852763584	0.008040615153461597	16.0	0.012742287337169866	0.0910811601330721	0.03737910381389043	16.0	0.02714089072225523	-0.038995781605436264	0.8963118176157784	False	ns	ns	ns
1976	induced	DMSO 6%	EPHA2 domain	EPHA2 domain	AUC simps	177.0	0.06756268076355927	0.1294065504668156	0.18115993392636653	0.021373581323301066	16.0	-0.05323176863887369	-0.009705560668885838	0.08394658406460119	16.0	0.18263831910568928	0.19086549459525237	0.40163948978413194	False	ns	ns	ns
1977	induced	DMSO 8%	EPHA2 domain	EPHA2 domain	AUC simps	161.0	0.22061672997414716	0.42661886933347026	0.4168999857280262	0.08245902745306967	16.0	-0.1382857209018915	0.35660445773201843	1.0400324681324002	16.0	0.5649045902353618	0.06029552799600779	0.5399304180946233	True	ns	ns	ns
1978	induced	DTT 5mM	EPHA2 domain	EPHA2 domain	AUC simps	115.0	0.6375611304257702	-0.005275908650052896	0.011355741491295035	0.21869683383682442	16.0	0.10419083246417382	-0.003935335470860224	0.13705321712530996	16.0	-0.10946674111422672	0.015291076962155259	0.8963118176157784	False	ns	ns	ns
1979	induced	Dip 150uM	EPHA2 domain	EPHA2 domain	AUC simps	185.0	0.033219207223642785	0.28218374139326086	0.3371915156326555	0.025931689389857224	16.0	0.03839760931591951	0.16565465906148802	0.1358257710472631	16.0	0.24378613207734134	0.17153685657116746	0.38617328397484735	True	ns	ns	ns
1980	induced	Dip 300uM	EPHA2 domain	EPHA2 domain	AUC simps	182.0	0.04376264629568157	0.2585681743554826	0.28546458984972567	0.062424921799240016	16.0	-0.039737616799741415	0.00913758506641038	0.18379108265153477	16.0	0.29830579115522404	0.2763270047833153	0.40163948978413194	True	ns	ns	ns
1981	induced	Ethanol 2%	EPHA2 domain	EPHA2 domain	AUC simps	133.0	0.8653246192630564	0.005075459967757379	0.0013147740111989492	0.011590605075380527	16.0	-0.017684344711753397	0.019858850891839808	0.017030294401412335	16.0	0.022759804679510776	-0.01854407688064086	0.9814047511154176	False	ns	ns	ns
1982	induced	Ethanol 6%	EPHA2 domain	EPHA2 domain	AUC simps	131.0	0.9249325745653402	0.0964484530812495	0.10585535828790782	0.007816224482283345	16.0	0.047672114604726756	0.11695891413232573	0.03727225099433804	16.0	0.04877633847652274	-0.011103555844417912	0.9849651869281953	False	ns	ns	ns
1983	induced	Ethanol 8%	EPHA2 domain	EPHA2 domain	AUC simps	156.0	0.2999944706772245	0.08478075264698881	0.09997778286729364	0.009498790163968002	16.0	0.024851126749255936	0.07768621724556724	0.033554231409174635	16.0	0.059929625897732874	0.022291565621726406	0.6199885727329306	False	ns	ns	ns
1984	induced	Hygromycin 190uM	EPHA2 domain	EPHA2 domain	AUC simps	137.0	0.7486986250513457	0.055976133971707975	0.06334617972633794	0.008098026835991791	16.0	0.02504112093990174	0.027733537308755274	0.022730346420629138	16.0	0.030935013031806236	0.03561264241758266	0.9409320558077723	False	ns	ns	ns
1985	induced	Hygromycin 19uM	EPHA2 domain	EPHA2 domain	AUC simps	166.0	0.1575574157865881	0.06689672319034079	0.039944048551454614	0.031175566509254186	16.0	-0.022377858324415634	-0.03240147031824847	0.04710424537121682	16.0	0.08927458151475642	0.07234551886970308	0.48842798893842315	False	ns	ns	ns
1986	induced	Hygromycin 95uM	EPHA2 domain	EPHA2 domain	AUC simps	177.0	0.06756268076355927	0.047082783812649964	0.06666946262443929	0.016542485737331223	16.0	-0.03060007941177245	-0.020639920417664825	0.018452591214130402	16.0	0.07768286322442242	0.08730938304210412	0.40163948978413194	False	ns	ns	ns
1987	induced	MMS 0.004%	EPHA2 domain	EPHA2 domain	AUC simps	148.0	0.46237974986725616	0.03820326684072439	0.02131449464295443	0.007364081331526494	16.0	0.0019566022121724203	0.006668752866502814	0.021098038125940376	16.0	0.03624666462855197	0.014645741776451615	0.7678806560295504	False	ns	ns	ns
1988	induced	MMS 0.02%	EPHA2 domain	EPHA2 domain	AUC simps	153.0	0.3558099957673745	0.008061372071990203	0.009355729526163259	0.011999964843946265	16.0	-0.0431151185279377	-0.030505079283505765	0.017113033389170487	16.0	0.051176490599927904	0.039860808809669024	0.7003992092623652	False	ns	ns	ns
1989	induced	MMS 0.04%	EPHA2 domain	EPHA2 domain	AUC simps	197.0	0.00983176023387719	0.16669918567042252	0.2152434610344489	0.05487230683782394	16.0	-0.04512359344853789	0.06908153036632392	0.06681695636410231	16.0	0.2118227791189604	0.146161930668125	0.3153481201187424	True	ns	ns	ns
1990	induced	Menadione 100uM	EPHA2 domain	EPHA2 domain	AUC simps	167.0	0.14677335952502665	0.06256337774506981	0.07241505662684133	0.004426580544477052	16.0	-0.0011232552918674088	0.04916862937731281	0.01212206889123361	16.0	0.06368663303693722	0.023246427249528523	0.48842798893842315	False	ns	ns	ns
1991	induced	Menadione 200uM	EPHA2 domain	EPHA2 domain	AUC simps	160.0	0.23514837837692237	0.027241178619264783	0.02791450375610438	0.007297166713084968	16.0	-0.026559237300077587	-0.010713127958076996	0.023563511714487295	16.0	0.05380041591934237	0.038627631714181376	0.5607384407449687	False	ns	ns	ns
1992	induced	Menadione 50uM	EPHA2 domain	EPHA2 domain	AUC simps	130.0	0.9549169069449939	0.05096461367217886	0.0851885779837076	0.010309397678040679	16.0	-0.046220620134286516	0.07090975390833876	0.08234248022013227	16.0	0.09718523380646538	0.014278824075368846	0.9849651869281953	False	ns	ns	ns
1993	induced	NaCl 0.25M	EPHA2 domain	EPHA2 domain	AUC simps	180.0	0.05226079056168541	0.006444551103208518	-0.001740331341913759	0.00860715924340899	16.0	-0.054059656246739696	-0.04857840387290224	0.008024645813815344	16.0	0.060504207349948214	0.046838072530988484	0.40163948978413194	False	ns	ns	ns
1994	induced	NaCl 1M	EPHA2 domain	EPHA2 domain	AUC simps	168.0	0.136563154180369	0.1702086836410246	0.178835739845141	0.022590973549041094	16.0	0.06444915839419507	0.03960575756194373	0.05036415471576918	16.0	0.10575952524682952	0.13922998228319727	0.48842798893842315	False	ns	ns	ns
1995	induced	Nitroquinoline 10uM	EPHA2 domain	EPHA2 domain	AUC simps	148.0	0.46237974986725616	0.03666089823779228	0.022188725341896642	0.012444430353179263	16.0	-0.018298479793079414	0.015771957052898244	0.04201636972776602	16.0	0.0549593780308717	0.006416768288998398	0.7678806560295504	False	ns	ns	ns
1996	induced	Nitroquinoline 50uM	EPHA2 domain	EPHA2 domain	AUC simps	171.0	0.10920448442226467	0.1137975941141014	0.1600415014947938	0.19651056593055702	16.0	-0.19518645496149611	-0.12523495671741003	0.29065329267380924	16.0	0.3089840490755975	0.2852764582122038	0.4231673771362756	True	ns	ns	ns
1997	induced	Nystatin 0.01uM	EPHA2 domain	EPHA2 domain	AUC simps	180.0	0.05226079056168541	0.04807894983671446	0.09984385461514833	0.019559978757178888	16.0	-0.03501867579716178	0.0006648995325626572	0.020906955507319993	16.0	0.08309762563387624	0.09917895508258567	0.40163948978413194	False	ns	ns	ns
1998	induced	Nystatin 0.1uM	EPHA2 domain	EPHA2 domain	AUC simps	168.0	0.136563154180369	0.028670510655251835	0.04651129193136683	0.023233784703119844	16.0	-0.06374329185871419	-0.01511076998698968	0.029744141363881326	16.0	0.09241380251396603	0.06162206191835651	0.48842798893842315	False	ns	ns	ns
1999	induced	Phosphatase inhibitor cocktail	EPHA2 domain	EPHA2 domain	AUC simps	117.0	0.6923015362060488	0.058973343895964536	0.08322469078572681	0.014181226815806696	16.0	0.0641123160153323	0.10709985748984252	0.03560569016008483	16.0	-0.005138972119367757	-0.023875166704115713	0.9197720409594649	False	ns	ns	ns
2000	induced	Rapamycin 10nM	EPHA2 domain	EPHA2 domain	AUC simps	157.0	0.28276255392352445	0.08348729061512072	0.07640497600860385	0.019690459313535795	16.0	0.02820139642416919	0.04802452247712097	0.010166809948465713	16.0	0.055285894190951534	0.028380453531482885	0.6199885727329306	False	ns	ns	ns
2001	induced	Rapamycin 50nM	EPHA2 domain	EPHA2 domain	AUC simps	155.0	0.31791274611079934	0.06629963383675119	0.08301782739530772	0.01753147538958674	16.0	0.044623677362384706	0.022481162405043165	0.004947847403434842	16.0	0.021675956474366487	0.060536664990264555	0.6427366388761813	False	ns	ns	ns
2002	induced	SC pH3	EPHA2 domain	EPHA2 domain	AUC simps	123.0	0.8653246192630564	0.016669911138623927	0.026447261704749536	0.008104976483520565	16.0	0.015846994155050975	0.030473380958706997	0.010857948922992144	16.0	0.0008229169835729522	-0.004026119253957461	0.9814047511154176	False	ns	ns	ns
2003	induced	SC pH6	EPHA2 domain	EPHA2 domain	AUC simps	119.0	0.7486986250513457	-0.006577918293756646	0.034828608546046524	0.023142272914056482	16.0	0.0008560823255752137	0.0630256642378697	0.029265424238528223	16.0	-0.00743400061933186	-0.02819705569182318	0.9409320558077723	False	ns	ns	ns
2004	induced	SDS 0.01%	EPHA2 domain	EPHA2 domain	AUC simps	176.0	0.07341797125086283	0.061643276905591016	0.05002801879029661	0.03317387013416507	16.0	-0.058260727949015934	-0.07898746663517642	0.03470511904810669	16.0	0.11990400485460695	0.12901548542547303	0.40163948978413194	False	ns	ns	ns
2005	induced	SDS 0.02%	EPHA2 domain	EPHA2 domain	AUC simps	189.0	0.02259704208824878	0.47224929363624213	0.49750684387671384	0.23369092728750024	16.0	-0.1564821779414418	0.07587469761716648	0.7333995026277355	16.0	0.6287314715776839	0.42163214625954737	0.38617328397484735	True	ns	ns	ns
2006	induced	Sorbitol 10mM	EPHA2 domain	EPHA2 domain	AUC simps	164.0	0.18091058756582523	0.06860012785320535	0.03992530548072537	0.013393039867123192	16.0	-0.009183216295771235	0.01464994083966431	0.01844992223299056	16.0	0.07778334414897659	0.02527536464106106	0.4948436659888749	False	ns	ns	ns
2007	induced	Sorbitol 1mM	EPHA2 domain	EPHA2 domain	AUC simps	162.0	0.20674060673155448	0.07975690035824368	0.07300396146476729	0.013939398269132075	16.0	0.00452715160512529	0.012141055745939155	0.017369002100656845	16.0	0.07522974875311839	0.06086290571882813	0.5218491685783965	False	ns	ns	ns
2008	induced	Sorbitol 5mM	EPHA2 domain	EPHA2 domain	AUC simps	165.0	0.1689314096806983	0.08826344867177438	0.08455336009441794	0.006094939043116805	16.0	0.02459793824824752	0.07146147021924776	0.014854446929071279	16.0	0.06366551042352686	0.013091889875170182	0.4909569093845294	False	ns	ns	ns
2009	induced	Caffein 10mM	EPHA3 domain	EPHA3 domain	AUC simps	130.0	0.9549169069449939	0.08888732336974381	0.1695800978077866	0.20824650768448758	16.0	0.11198808436357388	0.12899785233499195	0.0804408556209836	16.0	-0.023100760993830072	0.040582245472794654	0.9849651869281953	False	ns	ns	ns
2010	induced	Caffein 2mM	EPHA3 domain	EPHA3 domain	AUC simps	126.0	0.9549169069449939	-0.01902313191040772	-0.00514252912061508	0.03403527327591767	16.0	-0.012772959068085843	0.013665528973195507	0.021882943695408896	16.0	-0.006250172842321877	-0.018808058093810587	0.9849651869281953	False	ns	ns	ns
2011	induced	CuSO4 1mM	EPHA3 domain	EPHA3 domain	AUC simps	109.0	0.6294858543167832	-0.27990966951302376	0.2528922490796184	1.4543485290133047	14.0	-0.4384177743408717	-0.008501145521419673	1.4176327866871963	14.0	0.15850810482784794	0.26139339460103805	0.9849651869281953	True	ns	ns	ns
2012	induced	Cycloheximide 0.05 uM	EPHA3 domain	EPHA3 domain	AUC simps	138.0	0.7203098459695906	-0.009911754571971354	0.09257726385473575	0.08066082256625082	16.0	0.029194652874928284	0.02762455115491136	0.025774622686306394	16.0	-0.03910640744689964	0.06495271269982439	0.9849651869281953	False	ns	ns	ns
2013	induced	Cycloheximide 0.2 uM	EPHA3 domain	EPHA3 domain	AUC simps	134.0	0.8357841257402611	-0.016371538053811863	0.025834901422474132	0.041295793464140265	16.0	-0.022644311324362176	0.014373721076587742	0.026106961126637507	16.0	0.006272773270550314	0.01146118034588639	0.9849651869281953	False	ns	ns	ns
2014	induced	Cycloheximide 0.5 uM	EPHA3 domain	EPHA3 domain	AUC simps	130.0	0.9549169069449939	-0.011768835002786027	0.052985089135411556	0.04167848219960773	16.0	0.02238368797486845	0.027414069139815922	0.016195113095049802	16.0	-0.034152522977654476	0.025571019995595634	0.9849651869281953	False	ns	ns	ns
2015	induced	Cyclosporin	EPHA3 domain	EPHA3 domain	AUC simps	114.0	0.6108921432274232	-0.0012440843273680002	0.03636158665768008	0.03435919264558382	16.0	0.016340613023732242	0.06240242680793884	0.02451026324573694	16.0	-0.017584697351100242	-0.02604084015025876	0.9849651869281953	False	ns	ns	ns
2016	induced	DMSO 2%	EPHA3 domain	EPHA3 domain	AUC simps	125.0	0.9249325745653402	-0.042255575502903486	-0.006743422889229578	0.04146576781685365	16.0	-0.02134730301693688	0.021037013676156846	0.030704953893649016	16.0	-0.020908272485966606	-0.027780436565386424	0.9849651869281953	False	ns	ns	ns
2017	induced	DMSO 6%	EPHA3 domain	EPHA3 domain	AUC simps	93.0	0.1935092434736212	-0.10950078461613999	-0.058304526758336195	0.049572937965973146	16.0	-0.013746396751818324	-0.00884963484566903	0.0512451253459019	16.0	-0.09575438786432167	-0.049454891912667165	0.9849651869281953	False	ns	ns	ns
2018	induced	DMSO 8%	EPHA3 domain	EPHA3 domain	AUC simps	139.0	0.6923015362060488	0.08219345680998913	0.1539628750138302	0.31915625767922856	16.0	-0.085411020650217	-0.012165206701798326	0.43723447967210777	16.0	0.16760447746020612	0.16612808171562854	0.9849651869281953	True	ns	ns	ns
2019	induced	DTT 5mM	EPHA3 domain	EPHA3 domain	AUC simps	185.0	0.033219207223642785	0.05855339526433845	0.11736562839572784	0.26937595180928525	16.0	-0.42079716235016806	-0.5292927970136887	0.35446362288157357	16.0	0.4793505576145065	0.6466584254094165	0.9849651869281953	True	ns	ns	ns
2020	induced	Dip 150uM	EPHA3 domain	EPHA3 domain	AUC simps	124.0	0.8950545192438701	0.08925137364081648	0.1721016239010158	0.13765484558590088	16.0	0.1433874522859766	0.15303462359409714	0.07026539315652772	16.0	-0.054136078645160124	0.019067000306918658	0.9849651869281953	False	ns	ns	ns
2021	induced	Dip 300uM	EPHA3 domain	EPHA3 domain	AUC simps	115.0	0.6375611304257702	0.010225806130527593	0.1482797074621356	0.09417104000719846	16.0	0.05135981739211126	0.0953637473198512	0.09810178079545527	16.0	-0.04113401126158367	0.05291596014228439	0.9849651869281953	False	ns	ns	ns
2022	induced	Ethanol 2%	EPHA3 domain	EPHA3 domain	AUC simps	119.0	0.7486986250513457	-0.050088389510944964	-0.04549762048013406	0.014251622757683075	16.0	-0.03630186355909881	-0.010410063117529234	0.022869238234331932	16.0	-0.013786525951846151	-0.035087557362604826	0.9849651869281953	False	ns	ns	ns
2023	induced	Ethanol 6%	EPHA3 domain	EPHA3 domain	AUC simps	140.0	0.664707815503064	-0.012340090280586358	0.0533703586776344	0.05330905615415961	16.0	-0.016829287911275026	-0.006557127209424252	0.031655402889633616	16.0	0.004489197630688668	0.05992748588705865	0.9849651869281953	False	ns	ns	ns
2024	induced	Ethanol 8%	EPHA3 domain	EPHA3 domain	AUC simps	132.0	0.8950545192438701	-0.020887363119556746	0.01791922983360905	0.04822737507483064	16.0	-0.019864288571236566	-0.002982213688893509	0.035292374128760635	16.0	-0.0010230745483201797	0.02090144352250256	0.9849651869281953	False	ns	ns	ns
2025	induced	Hygromycin 190uM	EPHA3 domain	EPHA3 domain	AUC simps	94.0	0.20674060673155448	-0.061563070753967164	-0.05049247362885545	0.01521129984907479	16.0	-0.008966695867535401	-0.013283462325102136	0.009755292890673506	16.0	-0.05259637488643176	-0.037209011303753314	0.9849651869281953	False	ns	ns	ns
2026	induced	Hygromycin 19uM	EPHA3 domain	EPHA3 domain	AUC simps	145.0	0.5340292284243271	0.04385092461135587	0.05903603866937601	0.045820476486288425	16.0	0.013058695222206484	0.05532177269922656	0.04010889205141609	16.0	0.030792229389149384	0.003714265970149455	0.9849651869281953	False	ns	ns	ns
2027	induced	Hygromycin 95uM	EPHA3 domain	EPHA3 domain	AUC simps	140.0	0.664707815503064	-0.02237503644206229	0.013034966276055826	0.023977109147825495	16.0	-0.04223117625890582	-0.049502557325052265	0.024637526321981847	16.0	0.019856139816843532	0.06253752360110809	0.9849651869281953	False	ns	ns	ns
2028	induced	MMS 0.004%	EPHA3 domain	EPHA3 domain	AUC simps	139.0	0.6923015362060488	-0.009207820580462656	0.04329561118495562	0.04170582195566293	16.0	-0.005374108581151393	0.018687435525833962	0.028481720108812256	16.0	-0.0038337119993112623	0.024608175659121656	0.9849651869281953	False	ns	ns	ns
2029	induced	MMS 0.02%	EPHA3 domain	EPHA3 domain	AUC simps	111.0	0.5340292284243271	-0.08035925890077933	-0.0025794729218198142	0.02869166913854093	16.0	-0.02960097467782452	-0.04302480852777535	0.019327049287800713	16.0	-0.05075828422295481	0.040445335605955535	0.9849651869281953	False	ns	ns	ns
2030	induced	MMS 0.04%	EPHA3 domain	EPHA3 domain	AUC simps	129.0	0.9849651869281953	0.02582862825943444	0.11613165532852676	0.11561705324625644	16.0	0.06775483030072316	0.05163150914970416	0.04329747922693854	16.0	-0.04192620204128872	0.0645001461788226	0.9849651869281953	False	ns	ns	ns
2031	induced	Menadione 100uM	EPHA3 domain	EPHA3 domain	AUC simps	116.0	0.664707815503064	0.013099482289166797	0.06031643432614686	0.0203879362333667	16.0	0.041575634339373835	0.04911327078836436	0.015145311514018815	16.0	-0.028476152050207038	0.011203163537782501	0.9849651869281953	False	ns	ns	ns
2032	induced	Menadione 200uM	EPHA3 domain	EPHA3 domain	AUC simps	130.0	0.9549169069449939	-0.03011936017487793	0.017358709433551667	0.02420453979468431	16.0	0.0010644981629654993	-0.02372651232168721	0.01910075737092777	16.0	-0.03118385833784343	0.04108522175523888	0.9849651869281953	False	ns	ns	ns
2033	induced	Menadione 50uM	EPHA3 domain	EPHA3 domain	AUC simps	131.0	0.9249325745653402	-0.026947145704118824	0.03492140403545818	0.07265651105043729	16.0	-0.0249730868324467	0.010901697238761443	0.0592543891937028	16.0	-0.001974058871672124	0.024019706796696738	0.9849651869281953	False	ns	ns	ns
2034	induced	NaCl 0.25M	EPHA3 domain	EPHA3 domain	AUC simps	99.0	0.28276255392352445	-0.06636115507492679	-0.06206169244819293	0.014709583580370536	16.0	-0.015969681802350255	-0.0061998437902310854	0.014099905171037923	16.0	-0.05039147327257654	-0.05586184865796184	0.9849651869281953	False	ns	ns	ns
2035	induced	NaCl 1M	EPHA3 domain	EPHA3 domain	AUC simps	98.0	0.26621422497906266	0.0752114429009001	0.08195963370179449	0.036149531246789914	16.0	0.14832898436239672	0.18787523456646582	0.02510707546015516	16.0	-0.07311754146149663	-0.10591560086467133	0.9849651869281953	False	ns	ns	ns
2036	induced	Nitroquinoline 10uM	EPHA3 domain	EPHA3 domain	AUC simps	137.0	0.7486986250513457	-0.05458341081225959	-0.034095864969124534	0.0620739699001241	16.0	-0.0571820224314179	-0.10882121559738422	0.02824744819082461	16.0	0.0025986116191583086	0.07472535062825969	0.9849651869281953	False	ns	ns	ns
2037	induced	Nitroquinoline 50uM	EPHA3 domain	EPHA3 domain	AUC simps	133.0	0.8653246192630564	-0.10560452891492234	-0.07078631028340787	0.5970405810665953	16.0	-0.07268367952220678	0.02111920729525174	0.11956394818275218	16.0	-0.03292084939271556	-0.09190551757865961	0.9849651869281953	False	ns	ns	ns
2038	induced	Nystatin 0.01uM	EPHA3 domain	EPHA3 domain	AUC simps	106.0	0.41776103043678603	-0.012747004844730903	0.01377146733083734	0.033930495152376575	16.0	0.04040175633711174	0.08237078789934671	0.033762990789070454	16.0	-0.05314876118184264	-0.06859932056850937	0.9849651869281953	False	ns	ns	ns
2039	induced	Nystatin 0.1uM	EPHA3 domain	EPHA3 domain	AUC simps	114.0	0.6108921432274232	-0.0039428303382256225	0.010841245111087972	0.06399472693490903	16.0	0.05462209656834993	0.0701125462897565	0.027868964421168145	16.0	-0.058564926906575554	-0.05927130117866852	0.9849651869281953	False	ns	ns	ns
2040	induced	Phosphatase inhibitor cocktail	EPHA3 domain	EPHA3 domain	AUC simps	129.0	0.9849651869281953	-0.038038682570214366	0.044368711258446325	0.04976878274074536	16.0	-0.012175225017547309	0.0494743396972801	0.03211457042428221	16.0	-0.025863457552667057	-0.005105628438833776	0.9849651869281953	False	ns	ns	ns
2041	induced	Rapamycin 10nM	EPHA3 domain	EPHA3 domain	AUC simps	102.0	0.33651827439216053	-0.009637670198669568	0.004302927066849094	0.032131586929035526	16.0	0.060457380292395335	0.06495608542732612	0.0359184117452529	16.0	-0.0700950504910649	-0.06065315836047702	0.9849651869281953	False	ns	ns	ns
2042	induced	Rapamycin 50nM	EPHA3 domain	EPHA3 domain	AUC simps	85.0	0.10920448442226467	-0.12164138406623803	-0.04117045283203247	0.033447462420051095	16.0	-0.020650825854832133	0.012890657136503947	0.029741900797630356	16.0	-0.1009905582114059	-0.054061109968536414	0.9849651869281953	False	ns	ns	ns
2043	induced	SC pH3	EPHA3 domain	EPHA3 domain	AUC simps	121.0	0.8064734910574618	-0.0390296538973125	-0.005706736631974962	0.02844042902740884	16.0	-0.017451596179320017	0.029940125973126896	0.027263327245897383	16.0	-0.021578057717992483	-0.03564686260510186	0.9849651869281953	False	ns	ns	ns
2044	induced	SC pH6	EPHA3 domain	EPHA3 domain	AUC simps	135.0	0.8064734910574618	-0.017490372287238154	0.040398303450125184	0.04312670321812893	16.0	-0.016773320571992656	0.029528162872416885	0.029553746665889495	16.0	-0.000717051715245498	0.010870140577708298	0.9849651869281953	False	ns	ns	ns
2045	induced	SDS 0.01%	EPHA3 domain	EPHA3 domain	AUC simps	109.0	0.48564949131806745	-0.10056914240945547	-0.14188061469822344	0.07955091761847548	16.0	-0.03396936349093549	-0.0004160192052111711	0.04438449449938619	16.0	-0.06659977891851998	-0.14146459549301227	0.9849651869281953	False	ns	ns	ns
2046	induced	SDS 0.02%	EPHA3 domain	EPHA3 domain	AUC simps	132.0	0.8950545192438701	0.14790585518811028	0.4975025841439482	0.7514563453080677	16.0	0.2022926085844361	0.45013185079670137	0.3799661856623552	16.0	-0.054386753396325815	0.04737073334724684	0.9849651869281953	False	ns	ns	ns
2047	induced	Sorbitol 10mM	EPHA3 domain	EPHA3 domain	AUC simps	104.0	0.3757848276811594	0.025569981966680366	0.05466407991023914	0.025033364739751585	16.0	0.08608167765585018	0.11395548202091987	0.02473444473391033	16.0	-0.06051169568916981	-0.059291402110680735	0.9849651869281953	False	ns	ns	ns
2048	induced	Sorbitol 1mM	EPHA3 domain	EPHA3 domain	AUC simps	114.0	0.6108921432274232	-0.015423919370278316	0.003463725038422183	0.02971067889440799	16.0	0.01616215173799418	0.023467837533580393	0.026754189193686866	16.0	-0.031586071108272495	-0.02000411249515821	0.9849651869281953	False	ns	ns	ns
2049	induced	Sorbitol 5mM	EPHA3 domain	EPHA3 domain	AUC simps	104.0	0.3757848276811594	-0.02290630000937366	0.02395972173784955	0.040479007082943455	16.0	0.04300217593378308	0.06456390746236451	0.02573615034420849	16.0	-0.06590847594315674	-0.04060418572451496	0.9849651869281953	False	ns	ns	ns
2050	induced	Caffein 10mM	EPHB1 domain	EPHB1 domain	AUC simps	57.0	0.007882337264883948	-0.2048260986770163	-0.1499628459020883	0.05355040703500782	16.0	0.1294796051203284	0.12641195684966888	0.1708952589919562	16.0	-0.3343057037973447	-0.2763748027517572	0.013831271049702021	True	decrease	ns	ns
2051	induced	Caffein 2mM	EPHB1 domain	EPHB1 domain	AUC simps	0.0	1.5449101737495915e-06	-2.0408261015245444	-2.06621297693839	0.029241232935317756	16.0	-0.030777575927407153	-0.021323823968639743	0.012007558123206733	16.0	-2.010048525597137	-2.04488915296975	4.2257837105503536e-06	True	decrease	decrease	decrease
2052	induced	CuSO4 1mM	EPHB1 domain	EPHB1 domain	AUC simps	0.0	2.316463851638489e-06	-2.2840731571767403	-2.300835907898213	0.05631826660384723	16.0	0.011824909015309023	0.15076664884730206	0.21109385530344071	15.0	-2.2958980661920494	-2.451602556745515	6.155175377210842e-06	True	decrease	decrease	decrease
2053	induced	Cycloheximide 0.05 uM	EPHB1 domain	EPHB1 domain	AUC simps	0.0	1.5449101737495915e-06	-2.1608606230997482	-2.127750080547516	0.0411215789087604	16.0	-0.003101244597856212	0.02118263518954322	0.02428223134050398	16.0	-2.157759378501892	-2.1489327157370592	4.2257837105503536e-06	True	decrease	decrease	decrease
